it,formed_from_PERFECT_stem,4th perfect indicative active 3rdPerson singular
imus,formed_from_PERFECT_stem,4th perfect indicative active 1stPerson plural
istis,formed_from_PERFECT_stem,4th perfect indicative active 2ndPerson plural
erunt,formed_from_PERFECT_stem,4th perfect indicative active 3rdPerson plural
eram,formed_from_PERFECT_stem,4th pluperfect indicative active 1stPerson singular
eras,formed_from_PERFECT_stem,4th pluperfect indicative active 2ndPerson singular
erat,formed_from_PERFECT_stem,4th pluperfect indicative active 3rdPerson singular
eramus,formed_from_PERFECT_stem,4th pluperfect indicative active 1stPerson plural
eratis,formed_from_PERFECT_stem,4th pluperfect indicative active 2ndPerson plural
erant,formed_from_PERFECT_stem,4th pluperfect indicative active 3rdPerson plural
ero,formed_from_PERFECT_stem,4th future perfect indicative active 1stPerson singular
eris,formed_from_PERFECT_stem,4th future perfect indicative active 2ndPerson singular
erit,formed_from_PERFECT_stem,4th future perfect indicative active 3rdPerson singular
erimus,formed_from_PERFECT_stem,4th future perfect indicative active 1stPerson plural
eritis,formed_from_PERFECT_stem,4th future perfect indicative active 2ndPerson plural
erint,formed_from_PERFECT_stem,4th future perfect indicative active 3rdPerson plural
erim,formed_from_PERFECT_stem,4th perfect subjunctive active 1stPerson singular
eris,formed_from_PERFECT_stem,4th perfect subjunctive active 2ndPerson singular
erit,formed_from_PERFECT_stem,4th perfect subjunctive active 3rdPerson singular
erimus,formed_from_PERFECT_stem,4th perfect subjunctive active 1stPerson plural
eritis,formed_from_PERFECT_stem,4th perfect subjunctive active 2ndPerson plural
erint,formed_from_PERFECT_stem,4th perfect subjunctive active 3rdPerson plural
issem,formed_from_PERFECT_stem,4th pluperfect subjunctive active 1stPerson singular
isses,formed_from_PERFECT_stem,4th pluperfect subjunctive active 2ndPerson singular
