"","V1","V2"
"2845","sacrificat","sacrifice; celebrate the Mass (Erasmus);"
"2846","sacrat","consecrate, make sacred, dedicate;"
"2847","saginat","fatten (animals) for eating; feed lavishly, stuff;"
"2848","sagittat","shoot arrows;"
"2849","saltitat","dance a lot; dance vigorously;"
"2850","saltat","dance, jump; portray or represent in a dance;"
"2851","salutat","greet; wish well; visit; hail, salute;"
"2852","salvificat","save, deliver;"
"2853","salvat","save;"
"2854","sanctificat","sanctify, treat as holy;"
"2855","sanat","cure, heal; correct; quiet;"
"2856","satiat","satisfy, sate; nourish;"
"2857","saturat","fill to repletion, sate, satisfy; drench, saturate;"
"2858","sauciat","wound, hurt; gash, stab;"
"2859","scandalizat","tempt to evil; cause to stumble; offend, scandalize (Bee);"
"2860","scariphat","scratch open; scarify; (L+S gives scarifo, JFW's texts have -ph-);"
"2861","scelerat","defile;"
"2862","scintillat","send out sparks;"
"2863","scirpat","plait/make (baskets, etc.) from bulrushes;"
"2864","scirtat","dance; (4 Ezra 6:21);"
"2865","sclopetat","fire rifle;"
"2866","scopat","brush/sweep away;"
"2867","screat","clear the throat, hawk, hem;"
"2868","scriptitat","write often; compose;"
"2869","scriptat","write; compose;"
"2870","scrutinat","investigate; examine closely/strictly; scrutinize;"
"2871","scrutat","search/probe/examine carefully/thoroughly; explore/scan/scrutinize/investigate;"
"2872","secat","cut, sever; decide; divide in two/halve/split; slice/chop/cut up/carve; detach;"
"2873","sect","cut, sever; decide; divide in two/halve/split; slice/chop/cut up/carve; detach;"
"2874","seculizat","live a worldly life;"
"2875","secundat","make conditions favorable (winds/deities), favor; adjust, adapt; prosper;"
"2876","sedat","settle, allay; restrain; calm down;"
"2877","segregat","remove, separate;"
"2878","semigrat","go away;"
"2879","seminat","plant, sow;"
"2880","sensificat","sensitize;"
"2881","sententiat","decree; L:pronounce sentence;"
"2882","separat","divide, distinguish; separate;"
"2883","sequestrat","sequestrate, place/surrender into hands of trustee; separate, remove (L+S);"
"2884","serenat","clear up, brighten; lighten;"
"2885","sermonizat","preach;"
"2886","serrat","saw; saw up, saw into pieces;"
"2887","servat","watch over; protect, store, keep, guard, preserve, save;"
"2888","sessitat","sit for long;"
"2889","sevocat","call aside; remove; separate;"
"2890","sexquartanat","increase by a quarter;"
"2891","sexquintanat","increase by a fifth;"
"2892","sexquinternat","increase by a fifth;"
"2893","sibilat","hiss; hiss at;"
"2894","siccat","dry, drain; exhaust;"
"2895","sigillat","seal; seal-up; confirm; (DEP form also known);"
"2896","significat","signify, indicate, show;"
"2897","signat","mark, stamp, designate, sign; seal;"
"2898","similat","imitate, copy; pretend (to have/be); look like; simulate; counterfeit; feint;"
"2899","simplificat","simplify;"
"2900","simulat","imitate, copy; pretend (to have/be); look like; simulate; counterfeit; feint;"
"2901","singultat","catch the breath, gasp; hiccup; sob, utter with sobs; gasp out (one's life);"
"2902","sinuat","bend into a curve; bend; billow out;"
"2903","sipat","throw; pour; strew, scatter; (usu. only in compounds);"
"2904","sirpat","plait/make (baskets, etc.) from bulrushes;"
"2905","smaltat","enamel;"
"2906","sociat","unite, join, ally; share in;"
"2907","solidat","make solid/whole/dense/firm/crack free; strengthen, consolidate; solder; knit;"
"2908","solitat","to make it one's constant habit to (w/INF); make a practice of; be accustomed;"
"2909","sollemnizat","celebrate; solemnize;"
"2910","sollicitat","disturb, worry; stir up, arouse, agitate, incite;"
"2911","somniat","dream; dream of or see in a dream;"
"2912","sonat","make a noise/sound; speak/utter, emit sound; be spoken of (as); express/denote;"
"2913","sonat","|echo/resound; be heard, sound; be spoken of (as); celebrate in speech;"
"2914","soporat","rend to sleep, render unconscious, stupefy;"
"2915","sorbillat","sip;"
"2916","sospitat","preserve, defend;"
"2917","spectat","observe, watch, look at, see; test; consider;"
"2918","sperat","hope for; trust; look forward to; hope;"
"2919","spicat","furnish with spikes; provide ears;"
"2920","spiculat","stab;"
"2921","spinat","crown with thorns; prick;"
"2922","spirat","breathe; blow; live; breathe out; exhale; breathe the spirit of;"
"2923","spissat","thicken, condense;"
"2924","spoliat","rob, strip; despoil, plunder; deprive (with abl.);"
"2925","sponsat","become betrothed/engaged to marry (woman); espouse, affiance (L+S);"
"2926","spumat","foam, froth; be covered in foam; cover with foam;"
"2927","spurcat","soil, infect; deprave;"
"2928","sputat","spit out;"
"2929","stabulat","stable/house (domestic animals, poultry, etc); be housed, have stall/lair/den;"
"2930","stagnat","form/lie in pools; be under water;"
"2931","stellat","set/furnish/cover with stars/points of light;"
"2932","stercorat","void excrement, defecate;"
"2933","sterilizat","sterilize;"
"2934","sternutat","sneeze (repeatedly or violently);"
"2935","stillat","fall in drops; drip; cause to drip; pour in drops;"
"2936","stimulat","urge forward with a goad, torment,""sting""; incite, rouse to frenzy;"
"2937","stipat","crowd, press together, compress, surround closely;"
"2938","stat","stand, stand still, stand firm; remain, rest;"
"2939","strangulat","strangle/throttle; suffocate/stifle/smother; choke; constrict way; keep close;"
"2940","strepitat","make a loud or harsh noise;"
"2941","strigat","halt, stop;"
"2942","striat","provide with channels; groove; wrinkle;"
"2943","stuprat","have (illicit) sexual intercourse with;"
"2944","subaccusat","blame somewhat;"
"2945","subarrhat","pledge, pay earnest money; espouse, undertake;"
"2946","subassat","roast a little;"
"2947","subauscultat","listen secretly; eavesdrop;"
"2948","subfurat","steal unobtrusively; steal away;"
"2949","subigitat","behave improperly to; work upon, incite;"
"2950","subintrat","go into secretly, enter by stealth;"
"2951","subinvitat","invite vaguely;"
"2952","subjectat","throw up from below; apply below;"
"2953","subjugat","subjugate, make subject; bring under the yoke (L+S);"
"2954","sublectat","coax;"
"2955","sublevat","lift up, raise; support; assist; lighten;"
"2956","subligat","fasten (to);"
"2957","sublimat","raise, place in elevated position; soar; send up (spirits) from underworld;"
"2958","subministrat","supply, furnish, afford;"
"2959","submurmurat","murmur softly;"
"2960","submutat","exchange;"
"2961","subnegat","refuse somewhat; deny somewhat;"
"2962","subnerviat","hamstring; (cut sinew in leg); invalidate (L+S); refute;"
"2963","subnervat","hamstring; (cut sinew in leg); invalidate (L+S); refute;"
"2964","subnotat","subscribe;"
"2965","subat","be in heat;"
"2966","subodorat","suspect;"
"2967","subornat","equip, adorn;"
"2968","subpurat","suppurate, fester under the surface;"
"2969","subremigat","make rowing movements underneath;"
"2970","subrogat","elect/propose/nominate/cause to be elected as successor/substitute; substitute;"
"2971","subsannat","mock, deride; insult by derisive gestures; sneer;"
"2972","subsect","cut away below; pare (the nails);"
"2973","subsultat","keep jumping up; spring up, leap up; (also jerky rhythm);"
"2974","subvectat","convey (often or laboriously) upwards;"
"2975","subventat","bring aid; come quickly to assistance;"
"2976","subvolat","fly upwards;"
"2977","succenturiat","substitute; place in reserve;"
"2978","succlamat","shout in response (to);"
"2979","succollat","lift/carry on one's shoulders;"
"2980","sudat","sweat, perspire;"
"2981","suffarcinat","stuff, cram;"
"2982","sufflat","blow/puff up, inflate; blow; get into a temper with;"
"2983","suffocat","strangle, choke, suffocate;"
"2984","suffragat","express public support (for), canvass/vote for; lend support (to), favor;"
"2985","suffricat","rub-down; rub-off;"
"2986","suffumigat","fumigate from below;"
"2987","suffurat","steal unobtrusively; steal away;"
"2988","suggillat","insult, humiliate;"
"2989","sugillat","insult, humiliate;"
"2990","sulcat","furrow, plow; cleave;"
"2991","sumministrat","supply, furnish, afford;"
"2992","summurmurat","murmur softly;"
"2993","summutat","exchange;"
"2994","superabundat","be very abundant;"
"2995","superaedificat","build upon/over;"
"2996","superdat","lay over; put over; apply on the surface;"
"2997","superexaltat","exalt above others;"
"2998","supernatat","swim on top; float;"
"2999","superat","overcome, conquer; survive; outdo; surpass, be above, have the upper hand;"
"3000","superoccupat","take by surprise from above;"
"3001","superonerat","overload with fetters;"
"3002","supervolitat","fly to and fro over;"
"3003","supervolat","fly over;"
"3004","supinat","lay on the back; turn up; tilt back;"
"3005","supat","throw; pour; strew, scatter; (usu. only in compounds);"
"3006","suppeditat","be/make available when/as required, supply with/needs (of);"
"3007","suppilat","steal; pilfer;"
"3008","supplantat","trip up;"
"3009","supplicat","pray, supplicate; humbly beseech;"
"3010","suppurat","suppurate, fester under the surface;"
"3011","supputat","count up, compute;"
"3012","surrogat","replace; depute;"
"3013","suscitat","encourage, stir up; awaken, rouse, kindle;"
"3014","suspectat","suspect; mistrust, be suspicious of; suspect the presence of evil; gaze up at;"
"3015","suspirat","sigh; utter with a sigh;"
"3016","sussultat","keep jumping up; spring up, leap up; (also jerky rhythm);"
"3017","sustentat","endure, hold out;"
"3018","syllogizat","reason syllogistically;"
"3019","symbolizat","symbolize; accord, correspond;"
"3020","synchronizat","synchronize;"
"3021","syncopat","faint, suffer a syncope/fainting fit;"
"3022","taediat","be sad; be tired/weary/sick (of);"
"3023","tardat","check, retard; hinder;"
"3024","taxat","value, assess the worth of; access a crime; reckon the size/extent; fix sum of;"
"3025","telegraphat","telegraph;"
"3026","telephonat","phone;"
"3027","temerat","violate; defile, pollute; violate sexually;"
"3028","temperat","combine, blend, temper; make mild; refrain from; control oneself;"
"3029","temptat","test, try; urge; worry; bribe;"
"3030","tenebrat","darken, make dark;"
"3031","tentat","handle, feel; attempt, try; prove; test; attack; brave; make an attempt;"
"3032","tenuat","make thin; reduce, lessen; wear down;"
"3033","terebrat","bore through, drill a hole in;"
"3034","terminat","mark the boundaries of, form the boundaries of; restrict; conclude;"
"3035","terrificat","terrify;"
"3036","territat","intimidate; keep on frightening;"
"3037","tertiat","repeat three times;"
"3038","thermopotat","drink warm; refresh with warm drinks;"
"3039","thesaurizat","gather up treasure; lay up treasure; hoard;"
"3040","tineat","be infested with moths; (or maggots/larvae of moths which do the eating/damage);"
"3041","tintinnat","make a ringing or jangling sound;"
"3042","tintinat","make a ringing or jangling sound;"
"3043","titillat","tickle, titillate, provoke; stimulate sensually;"
"3044","titiat","tweet; (song of the sparrow);"
"3045","titubat","stagger, totter; falter;"
"3046","tolerat","bear, endure, tolerate;"
"3047","tonatus e","it thunders;"
"3048","tonit","thunder; speak thunderous tones/thunderously; make/resound like thunder;"
"3049","tormentat","torture; torment; inflict acute physical/mental pain;"
"3050","tornat","turn, make round by turning on a lathe; round off (L+S); turn, fashion, smooth;"
"3051","tortat","torture; torment;"
"3052","tractat","draw, haul, pull, drag about; handle, manage, treat, discuss;"
"3053","tranat","swim across;"
"3054","tranquillat","calm, quiet;"
"3055","transfigurat","transform, change form/appearance;"
"3056","transformat","change in shape, transform;"
"3057","transforat","pierce through;"
"3058","transfretat","cross a strait; pass over the sea; put/ferry across; pass through;"
"3059","translatat","offer; transfer;"
"3060","transmeat","go across, cross, travel across; pass over;"
"3061","transmigrat","change one's residence from one place to another; transport; spread (disease);"
"3062","transmutat","change about;"
"3063","transnatat","swim across;"
"3064","transnavigat","sail over;"
"3065","transnat","swim across, sail across; swim to the other side;"
"3066","transnominat","rename;"
"3067","transpitat","pass through;"
"3068","transplantat","transplant; remove;"
"3069","transportat","carry across, transport;"
"3070","transultat","spring across;"
"3071","transverberat","transfix;"
"3072","transversat","pass across one from side to side;"
"3073","transvolitat","fly over or through;"
"3074","transvolat","fly across;"
"3075","transvorat","gulp down;"
"3076","trepidat","tremble, be afraid, waver;"
"3077","trestornat","put to flight;"
"3078","treutinat","balance, weigh;"
"3079","tribulat","press, squeeze; exact (dues/payment); trouble;"
"3080","tricat","behave in evasive manner; trifle/delay/dally; cause trouble; pull/play tricks;"
"3081","triplicat","triplicate/do three copies; L:surrejoin/plaintiff reply to defendant rejoinder;"
"3082","tripodat","dance; perform ritual dance (in triple time in honor of Mars);"
