"","x"
"3070","#supersto, superstare, supersteti, -  V (1st)                                                        [XXXCO] :: stand on top (of) (w/DAT/ABL); stand over (someone prostrate or recumbent);"
"3071","#supervolito, supervolitare, supervolitavi, supervolitatus  V (1st)                                  [XXXDX] :: fly to and fro over;"
"3072","#supervolo, supervolare, supervolavi, supervolatus  V (1st)                                          [XXXDX] :: fly over;"
"3073","#supino, supinare, supinavi, supinatus  V (1st)                                                      [XXXDX] :: lay on the back; turn up; tilt back;"
"3074","#supo, supare, supavi, supatus  V (1st) TRANS                                                        [XXXFO] :: throw; pour; strew, scatter; (usu. only in compounds);"
"3075","#suppedito, suppeditare, suppeditavi, suppeditatus  V (1st)                                          [XXXDX] :: be/make available when/as required, supply with/needs (of);"
"3076","#suppilo, suppilare, suppilavi, suppilatus  V (1st) TRANS                                            [XXXDS] :: steal; pilfer;"
"3077","#supplanto, supplantare, supplantavi, supplantatus  V (1st)                                          [XXXEC] :: trip up;"
"3078","#supplico, supplicare, supplicavi, supplicatus  V (1st)                                              [XXXDX] :: pray, supplicate; humbly beseech;"
"3079","#supporto, supportare, supportavi, -  V (1st)                                                        [XXXDX] :: carry up, transport;"
"3080","#suppullulo, suppullulare, -, -  V (1st)                                                             [FXXFM] :: spring up secretly;"
"3081","#suppuro, suppurare, suppuravi, suppuratus  V (1st) INTRANS                                          [XBXCO] :: suppurate, fester under the surface;"
"3082","#supputo, supputare, supputavi, supputatus  V (1st) TRANS                                            [XXXEC] :: count up, compute;"
"3083","#surrogo, surrogare, surrogavi, surrogatus  V (1st)                                                  [FXXEM] :: replace; depute;"
"3084","#suscito, suscitare, suscitavi, suscitatus  V (1st)                                                  [XXXDX] :: encourage, stir up; awaken, rouse, kindle;"
"3085","#suspecto, suspectare, suspectavi, suspectatus  V (1st) TRANS                                        [XXXCO] :: suspect; mistrust, be suspicious of; suspect the presence of evil; gaze up at;"
"3086","#suspiro, suspirare, suspiravi, suspiratus  V (1st)                                                  [XXXBX] :: sigh; utter with a sigh;"
"3087","#sussulto, sussultare, sussultavi, sussultatus  V (1st) INTRANS                                      [XXXDO] :: keep jumping up; spring up, leap up; (also jerky rhythm);"
"3088","#sustento, sustentare, sustentavi, sustentatus  V (1st)                                              [XXXDX] :: endure, hold out;"
"3089","#susurro, susurrare, -, -  V (1st)                                                                   [XXXDX] :: mutter, whisper, hum, buzz, murmur;"
"3090","#syllogizo, syllogizare, syllogizavi, syllogizatus  V (1st)                                          [FGXFM] :: reason syllogistically;"
"3091","#symbolizo, symbolizare, symbolizavi, symbolizatus  V (1st)                                          [FXXEM] :: symbolize; accord, correspond;"
"3092","#synchronizo, synchronizare, synchronizavi, synchronizatus  V (1st)                                  [GXXEK] :: synchronize;"
"3093","#syncopo, syncopare, syncopavi, syncopatus  V (1st) INTRANS                                          [EBXFP] :: faint, suffer a syncope/fainting fit;"
"3094","#taedio, taediare, taediavi, taediatus  V (1st) INTRANS                                              [EXXEP] :: be sad; be tired/weary/sick (of);"
"3095","#tardo, tardare, tardavi, tardatus  V (1st)                                                          [XXXBX] :: check, retard; hinder;"
"3096","#taxo, taxare, taxavi, taxatus  V (1st)                                                              [XXXDX] :: value, assess the worth of; access a crime; reckon the size/extent; fix sum of;"
"3097","#telegrapho, telegraphare, telegraphavi, telegraphatus  V (1st)                                      [GXXEK] :: telegraph;"
"3098","#telephono, telephonare, telephonavi, telephonatus  V (1st)                                          [HXXEK] :: phone;"
"3099","#temero, temerare, temeravi, temeratus  V (1st)                                                      [XXXDX] :: violate; defile, pollute; violate sexually;"
"3100","#tempero, temperare, temperavi, temperatus  V (1st)                                                  [XXXAX] :: combine, blend, temper; make mild; refrain from; control oneself;"
"3101","#tempto, temptare, temptavi, temptatus  V (1st)                                                      [XXXAX] :: test, try; urge; worry; bribe;"
"3102","#tenebro, tenebrare, tenebravi, tenebratus  V (1st)                                                  [EXXES] :: darken, make dark;"
"3103","#tento, tentare, tentavi, tentatus  V (1st)                                                          [XXXDX] :: handle, feel; attempt, try; prove; test; attack; brave; make an attempt;"
"3104","#tenuo, tenuare, tenuavi, tenuatus  V (1st)                                                          [XXXDX] :: make thin; reduce, lessen; wear down;"
"3105","#terebro, terebrare, terebravi, terebratus  V (1st)                                                  [XXXDX] :: bore through, drill a hole in;"
"3106","#termino, terminare, terminavi, terminatus  V (1st)                                                  [XXXDX] :: mark the boundaries of, form the boundaries of; restrict; conclude;"
"3107","#terrifico, terrificare, terrificavi, terrificatus  V (1st)                                          [XXXDX] :: terrify;"
"3108","#territo, territare, territavi, territatus  V (1st)                                                  [XXXDX] :: intimidate; keep on frightening;"
"3109","#tertio, tertiare, -, tertiatus  V (1st)                                                             [XXXFS] :: repeat three times;"
"3110","#thermopoto, thermopotare, thermopotavi, thermopotatus  V (1st)                                      [XXXES] :: drink warm; refresh with warm drinks;"
"3111","#thesaurizo, thesaurizare, thesaurizavi, thesaurizatus  V (1st) TRANS                                [EXXCS] :: gather up treasure; lay up treasure; hoard;"
"3112","#tineo, tineare, tineavi, tineatus  V (1st) INTRANS                                                  [EXXFS] :: be infested with moths; (or maggots/larvae of moths which do the eating/damage);"
"3113","#tintinno, tintinnare, tintinnavi, tintinnatus  V (1st)                                              [XXXDX] :: make a ringing or jangling sound;"
"3114","#tintino, tintinare, tintinavi, tintinatus  V (1st)                                                  [XXXDX] :: make a ringing or jangling sound;"
"3115","#titillo, titillare, titillavi, titillatus  V (1st)                                                  [XXXDX] :: tickle, titillate, provoke; stimulate sensually;"
"3116","#titio, titiare, titiavi, titiatus  V (1st) INTRANS                                                  [XAXFO] :: tweet; (song of the sparrow);"
"3117","#titubo, titubare, titubavi, titubatus  V (1st)                                                      [XXXDX] :: stagger, totter; falter;"
"3118","#tolero, tolerare, toleravi, toleratus  V (1st)                                                      [XXXBX] :: bear, endure, tolerate;"
"3119","#tonat, tonare, -, tonatus est  V (1st) IMPERS                                                       [XXXDX] :: it thunders;"
"3120","#tono, tonare, tonui, tonitus  V (1st)                                                               [XXXBX] :: thunder; speak thunderous tones/thunderously; make/resound like thunder;"
"3121","#tormento, tormentare, tormentavi, tormentatus  V (1st) TRANS                                        [EXXDP] :: torture; torment; inflict acute physical/mental pain;"
"3122","#torno, tornare, tornavi, tornatus  V (1st) TRANS                                                    [XXXCO] :: turn, make round by turning on a lathe; round off (L+S); turn, fashion, smooth;"
"3123","#torto, tortare, tortavi, tortatus  V (1st)                                                          [XXXBS] :: torture; torment;"
